candidate_id,origin,manufacturer,legal_manufacturer,brand_or_distributor,catalog_number,alternate_identifier,product_name,source_evidence,source_scope,original_csv_status,canonical_status_before,exact_identifier_confidence,clinical_scope_disposition,disposition,canonical_product_id,role_assignment,taxonomy_class,taxonomy_subtype,taxonomy_confidence,owner_review_required,rationale
SC-CAND-065,owner_pdf,CLR Medical,CLR Medical,CLR Irrigation System,S012-01-019,,CLR Irrigator,"SRC089: Rendered PDF page 6, CLR Irrigator panel | SRC103: CLR Irrigator IFU LBL S012-01-203 Rev D | SRC104: AccessGUDID Primary DI 00860003054901",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-003C4641E6,PLEURAL_DRAINAGE_ACCESSORY,other_needs_review,unclassified_device,needs_review,yes,Exact identity is resolved and clinically in scope; physical taxonomy intentionally remains other_needs_review.
SC-CAND-073,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57682,C-PTIS-100-HC-G-NA,Blue Rhino G2-Multi Percutaneous Tracheostomy Set,"SRC074: PDF page 47 of 66, ""Sets without tracheostomy tube"" ordering row (order number G57682, reference part number C-PTIS-100-HC-G-NA)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-B76AF3D731,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-074,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57683,C-PTIS-100-UNS-HC-G-NA,Blue Rhino G2-Multi Percutaneous Tracheostomy Set,"SRC074: PDF page 50 of 66, ""Sets without tracheostomy tube"" ordering row (order number G57683, reference part number C-PTIS-100-UNS-HC-G-NA)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-D0F1748B0D,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-075,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57684,C-PTIS-100-UNL-HC-G-NA,Blue Rhino G2-Multi Percutaneous Tracheostomy Set,"SRC074: PDF page 52 of 66, ""Sets without tracheostomy tube"" ordering row (order number G57684, reference part number C-PTIS-100-UNL-HC-G-NA)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-86B4C57E4C,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-076,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57691,C-PTIS-100-HC-G-NA-FLEX7.5,Blue Rhino G2-Multi Percutaneous Tracheostomy Set with 7.5 mm Shiley Flexible Adult Tube,"SRC074: PDF page 54 of 66, ""Sets with tracheostomy tube"" ordering row (order number G57691, reference part number C-PTIS-100-HC-G-NA-FLEX7.5)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-18D0D3090E,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-077,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57692,C-PTIS-100-HC-G-NA-FLEX8.5,Blue Rhino G2-Multi Percutaneous Tracheostomy Set with 8.5 mm Shiley Flexible Adult Tube,"SRC074: PDF page 56 of 66, ""Sets with tracheostomy tube"" ordering row (order number G57692, reference part number C-PTIS-100-HC-G-NA-FLEX8.5)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-9EE9380618,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-078,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57693,C-PTIS-100-HC-G-NA-EVAC7.5,Blue Rhino G2-Multi Percutaneous Tracheostomy Set with 7.5 mm Shiley Evac Tube,"SRC074: PDF page 59 of 66, ""Sets with tracheostomy tube"" ordering row (order number G57693, reference part number C-PTIS-100-HC-G-NA-EVAC7.5)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-F93B7FF984,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-079,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57694,C-PTIS-100-HC-G-NA-EVAC8.5,Blue Rhino G2-Multi Percutaneous Tracheostomy Set with 8.5 mm Shiley Evac Tube,"SRC074: PDF page 61 of 66, ""Sets with tracheostomy tube"" ordering row (order number G57694, reference part number C-PTIS-100-HC-G-NA-EVAC8.5)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-0FD8BE79BA,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-080,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57707,C-PTISYJ-100-HC-G-NA,Blue Rhino G2-Multi Percutaneous Tracheostomy Tray without Pharmaceuticals,"SRC074: PDF page 26 of 66, ""Trays without pharmaceuticals, without tracheostomy tube"" ordering row (order number G57707, reference part number C-PTISYJ-100-HC-G-NA)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-61930EA6FF,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
SC-CAND-081,old_corpus,Cook Medical,Cook Medical,Blue Rhino G2-Multi,G57708,C-PTISYJ-100-UNS-HC-G-NA,Blue Rhino G2-Multi Percutaneous Tracheostomy Tray without Pharmaceuticals,"SRC074: PDF page 29 of 66, ""Trays without pharmaceuticals, without tracheostomy tube"" ordering row (order number G57708, reference part number C-PTISYJ-100-UNS-HC-G-NA)",exact_product,absent,absent,high,in_scope,new_exact_product_candidate,PRD-39295A9759,PERC_TRACH_KIT,other_needs_review,unclassified_device,needs_review,yes,Corpus-wide layout-aware extraction reconstructed this hyphen-wrapped order/reference row in the one-product-per-page Blue Rhino capture; absent from the original CSV and baseline catalog.
