product_id,manufacturer,product_name,catalog_number,source_primary_category,source_subcategory,device_class_code,device_class_label_en,device_subtype_code,device_subtype_label_en,taxonomy_confidence,needs_review,classification_basis,role_codes,procedure_codes
PRD-B1203FF71F,Boston Scientific,Zero Tip Single-Use Airway Retrieval Basket,M00513200,Retrieval,Airway retrieval basket,retrieval_basket,Retrieval basket,foreign_body_retrieval_basket,Foreign-body retrieval basket,high,false,pair_rule,FOREIGN_BODY_BASKET,THERAPEUTIC_BRONCH
PRD-B2C431C0F9,Olympus,Covered-Sheath Pulmonary Cytology Brush,BC-202D-5010,Sampling,Pulmonary cytology brush,cytology_brush,Cytology brush,pulmonary_cytology_brush,Pulmonary cytology brush,high,false,pair_rule,CYTOLOGY_BRUSH,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT
PRD-B4E0EB9EFB,Richard Wolf,PANOVIEW Telescope,8934.431,Medical thoracoscopy,Thoracoscopy telescope,endoscopic_telescope,Endoscopic telescope,thoracoscopy_telescope,Thoracoscopy telescope,high,false,pair_rule,THORACOSCOPE_RIGID,MED_THORACOSCOPY
PRD-B4FCC0198A,Richard Wolf,HEMER Bronchoscope Tube Bundle,8214.0741,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-B5644A6608,Novatech,DUTAU NOVATECH Lateral Double Port,02BRD1120,Rigid bronchoscopy,Rigid bronchoscope system,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-B5FC89830C,Olympus,OEV-262H 26-inch Medical Monitor,OEV-262H,Endoscopy platform,Endoscopy monitor,console_capital,Console or capital equipment,endoscopy_monitor,Endoscopy monitor,high,false,pair_rule,ENDOSCOPY_MONITOR,
PRD-B61DBDED5A,Auris Health (Johnson & Johnson),Monarch Aspirating Biopsy Needle,MBR-000012,Peripheral navigation,Transbronchial aspiration needle,needle,Needle,peripheral_tbna_needle,Peripheral TBNA needle,high,false,pair_rule,ROBOTIC_BIOPSY_NEEDLE,
PRD-B68845E997,ERBE,ERBECRYO 2 Cart,20402-300,Therapeutic bronchoscopy,Equipment cart,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,moderate,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-B6A919EF32,Richard Wolf,PANOVIEW Thoracoscopy Telescope,8650.414,Medical thoracoscopy,Thoracoscopy telescope,endoscopic_telescope,Endoscopic telescope,thoracoscopy_telescope,Thoracoscopy telescope,high,false,pair_rule,THORACOSCOPE_RIGID,MED_THORACOSCOPY
PRD-B94F3A417B,Richard Wolf,Surgical Probe,8384.66,Medical thoracoscopy,Thoracoscopy surgical probe,forceps_instrument,Forceps and hand instruments,thoracoscopy_hand_instrument,Thoracoscopy hand instrument,moderate,false,pair_rule,THORACOSCOPY_PROBE,MED_THORACOSCOPY
PRD-B98EADB33D,Novatech,SURVAC PC Suction Catheter,77632,Rigid bronchoscopy,Suction catheter,suction_irrigation,Suction or irrigation device,flexible_suction_catheter,Flexible suction catheter,high,false,pair_rule,RIGID_SUCTION_CATHETER,RIGID_BRONCH
PRD-B99F53FBC5,Karl Storz,Full Lumen Operating Bronchoscope for Stent Application,10318ER,Rigid bronchoscopy,Full-lumen rigid bronchoscope/tracheoscope,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-B9B63919B0,Richard Wolf,Pressure Equalization Valve,163.904,Rigid bronchoscopy,Flexible bronchoscope accessory,accessory,Accessory or ancillary item,endoscope_seal_valve,"Endoscope seal, valve, or adapter",moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-BA86F45760,Richard Wolf,PANOVIEW Telescope,8935.441,Medical thoracoscopy,Thoracoscopy telescope,endoscopic_telescope,Endoscopic telescope,thoracoscopy_telescope,Thoracoscopy telescope,high,false,pair_rule,THORACOSCOPE_RIGID,MED_THORACOSCOPY
PRD-BADEC639F4,Novatech,DUTAU NOVATECH Lateral Cap - 0.6 mm,02BRD9152,Rigid bronchoscopy,Lateral cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-BB11C206A4,Karl Storz,"TONN Stent Applicator 14-18 mm, max 10 cm",10520,Endoscopy platform,Silicone stent applicator,implant_delivery,Implant delivery device,stent_applicator,Silicone stent applicator,high,false,pair_rule,STENT_APPLICATOR,RIGID_BRONCH
PRD-BB33BD7BE9,Novatech,DUTAU NOVATECH Lateral Cap - 1.6 mm,02BRD9155,Rigid bronchoscopy,Lateral cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-BB9A5CC0AE,Karl Storz,HOPKINS Lateral Telescope,10320DA,Rigid bronchoscopy,Rigid bronchoscopy telescope,endoscopic_telescope,Endoscopic telescope,rigid_telescope,Rigid bronchoscopy telescope,high,false,pair_rule,RIGID_TELESCOPE,RIGID_BRONCH
PRD-BC16136731,Karl Storz,GRONINGEN Optical Dilation Tracheoscope,10337R,Rigid bronchoscopy,Rigid tracheoscope,bronchoscope,Bronchoscope,rigid_tracheoscope,Rigid tracheoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-BCF7612DDB,Novatech,DUTAU NOVATECH Axial Cap - 2.85 mm,02BRD9102,Rigid bronchoscopy,Axial cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-BF2EC6AB5E,Boston Scientific,Radial Jaw 4 Single-Use Pulmonary Biopsy Forceps,M00515191,Sampling,Biopsy forceps,forceps_instrument,Forceps and hand instruments,flexible_biopsy_forceps,Flexible biopsy or grasping forceps,high,false,pair_rule,BIOPSY_FORCEPS_FLEX,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT|THERAPEUTIC_BRONCH
PRD-BFAC46626D,Richard Wolf,Luer Connector,15401.071,Rigid bronchoscopy,Rigid bronchoscope accessory,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-C2875D269C,Boston Scientific,CoreDx Pulmonary Mini-Forceps,M00515220,Sampling,EBUS mini-forceps,forceps_instrument,Forceps and hand instruments,ebus_miniforceps,EBUS mini-forceps,high,false,pair_rule,EBUS_MINIFORCEPS,EBUS_TBNA
PRD-C2CB78AC4C,Olympus,Mini Grasping Basket,FG-52D,Retrieval,Foreign body retrieval device,retrieval_basket,Retrieval basket,foreign_body_retrieval_basket,Foreign-body retrieval basket,high,false,name_rule,FOREIGN_BODY_BASKET,THERAPEUTIC_BRONCH
PRD-C32CFEC594,Richard Wolf,PANOVIEW Telescope,8464.30,Rigid bronchoscopy,Rigid bronchoscopy telescope,endoscopic_telescope,Endoscopic telescope,rigid_telescope,Rigid bronchoscopy telescope,high,false,pair_rule,RIGID_TELESCOPE,RIGID_BRONCH
PRD-C3FB38433F,ERBE,CO2 Switching Valve for Two Gas Cylinder Adapters,20402-052,Therapeutic bronchoscopy,Gas switching valve,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,moderate,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-C4480F30D2,Novatech,DUTAU NOVATECH Bronchoscope Set,02BRDSET,Rigid bronchoscopy,Rigid bronchoscope system,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,name_rule,RIGID_BRONCHOSCOPE_HEAD,RIGID_BRONCH
PRD-C684D9ADCF,ERBE,"ERBECRYO 2 Exhaust Gas Hose, 10 m",20402-008,Therapeutic bronchoscopy,Exhaust gas hose,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,high,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-C737E93B1B,Karl Storz,Graduated Container,10455A,Rigid bronchoscopy,Rigid bronchoscopy accessory,accessory,Accessory or ancillary item,rigid_bronchoscopy_accessory,Rigid bronchoscopy accessory,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-CA32599DA2,Karl Storz,GRONINGEN Optical Dilation Tracheoscope,10337S,Rigid bronchoscopy,Rigid tracheoscope,bronchoscope,Bronchoscope,rigid_tracheoscope,Rigid tracheoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-CB09A823A5,Olympus,Peripheral Cytology Brush,BC-205D-2010,Peripheral bronchoscopy,Cytology brush,cytology_brush,Cytology brush,pulmonary_cytology_brush,Pulmonary cytology brush,high,false,pair_rule,CYTOLOGY_BRUSH,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT
PRD-CB102A8291,Richard Wolf,Automatic Leak Test Adapter,163.905,Rigid bronchoscopy,Flexible bronchoscope accessory,accessory,Accessory or ancillary item,endoscope_seal_valve,"Endoscope seal, valve, or adapter",moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-CB5FB20E4F,Richard Wolf,HEMER Bronchoscope Tube Bundle,8214.1261,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-CC28627AEB,FUJIFILM,FUJIFILM ELUXEO BL-7000 4-LED Light Source,BL-7000,Bronchoscopy platform,Light source,console_capital,Console or capital equipment,light_source,Endoscopy light source,high,false,pair_rule,VIDEO_PROCESSOR,
PRD-CC458478A5,Olympus,UCR Low-Pressure CO2 Hose,MAJ-1085,Endoscopy platform,Platform accessory,accessory,Accessory or ancillary item,platform_accessory,Platform accessory,moderate,false,pair_rule,CO2_INSUFFLATOR,MED_THORACOSCOPY
PRD-CE23D2A34E,Richard Wolf,ENDOCAM Logic 4K Camera Control Unit Bundle,55253011,Endoscopy platform,Video processor,console_capital,Console or capital equipment,video_processor,Video processor,high,false,pair_rule,VIDEO_PROCESSOR,EBUS_TBNA|EBV|FLEX_DIAGNOSTIC|ICU_BRONCH|MED_THORACOSCOPY|PERC_TRACH|RIGID_BRONCH|TB_RULEOUT|THERAPEUTIC_BRONCH|WLL
PRD-CE5DCA0D3A,Ambu,Ambu aCart Compact Vario Mount HA,HA.3000.991,Endoscopy platform,Endoscopy cart/mount,console_capital,Console or capital equipment,endoscopy_workstation,Endoscopy workstation or cart,high,false,pair_rule,ENDOSCOPY_CART,
PRD-D0139E750F,Medtronic,superDimension Triple-Needle Cytology Brush – 15 mm,SDTN81500,Peripheral bronchoscopy,Navigation-compatible cytology brush,cytology_brush,Cytology brush,navigation_cytology_brush,Navigation-compatible cytology brush,high,false,pair_rule,CYTOLOGY_BRUSH,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT
PRD-D03502FFB4,ERBE,"Gas Hose for ERBECRYO / ERBECRYO 2, 0.7 m",20448-000,Therapeutic bronchoscopy,Gas hose,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,high,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-D0E745FF62,Karl Storz,Respirator Adapter for GRONINGEN Tracheoscope,10316LR,Rigid bronchoscopy,Rigid bronchoscope accessory,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-D14312CC6A,Karl Storz,Optical Powder Blower,26072TK,Endoscopy platform,Talc poudrage applicator,delivery_applicator,Delivery applicator,powder_blower,Powder blower,high,false,pair_rule,TALC_POUDRAGE_KIT,MED_THORACOSCOPY
PRD-D18E672989,Richard Wolf,TEXAS Tracheoscope Tube ID 13 mm,825211030,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,bronchoscope,Bronchoscope,rigid_tracheoscope,Rigid tracheoscope,high,false,name_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-D226569892,Medtronic,superDimension Cytology Brush,AK00100-01,Peripheral bronchoscopy,Navigation-compatible cytology brush,cytology_brush,Cytology brush,navigation_cytology_brush,Navigation-compatible cytology brush,high,false,pair_rule,CYTOLOGY_BRUSH,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT
PRD-D273A067EA,Karl Storz,"Universal Bronchoscope, Distal Illumination, Size 7.5",10318C,Rigid bronchoscopy,Rigid bronchoscope barrel,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-D52ED4EF06,Pulmonx,Chartis Tablet Console,CHR-CO-300,Bronchoscopic lung volume reduction,Collateral ventilation console,console_capital,Console or capital equipment,collateral_ventilation_console,Collateral ventilation console,high,false,pair_rule,COLLATERAL_VENTILATION_SYSTEM,
PRD-D54D46A95B,ERBE,CO2 Gas Bottle Adapter F,20402-060,Therapeutic bronchoscopy,CO2 gas bottle adapter,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,moderate,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-D58A0A54AA,Richard Wolf,HF Coagulation Suction Tube,844202110,Rigid bronchoscopy,Rigid bronchoscopic shaver instrument,powered_shaver,Powered shaver or debrider,shaver_instrument,Shaver resector instrument,high,false,pair_rule,RIGID_BRONCH_SHAVER,RIGID_BRONCH
PRD-D5CBD6E254,Novatech,DUTAU NOVATECH Axial Cap - 10.2 mm,02BRD9107,Rigid bronchoscopy,Axial cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-D736275364,Richard Wolf,PANOVIEW Telescope,8465.30,Rigid bronchoscopy,Rigid bronchoscopy telescope,endoscopic_telescope,Endoscopic telescope,rigid_telescope,Rigid bronchoscopy telescope,high,false,pair_rule,RIGID_TELESCOPE,RIGID_BRONCH
PRD-D81F566A09,Novatech,DUTAU NOVATECH Axial Cap - 3.9 mm,02BRD9103,Rigid bronchoscopy,Axial cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-D99A37C035,Richard Wolf,PANOVIEW PLUS Telescope,8934.4434,Medical thoracoscopy,Thoracoscopy telescope,endoscopic_telescope,Endoscopic telescope,thoracoscopy_telescope,Thoracoscopy telescope,high,false,pair_rule,THORACOSCOPE_RIGID,MED_THORACOSCOPY
PRD-DA286027ED,ERBE,One-Pedal Foot Switch for ERBECRYO 2,20402-200,Therapeutic bronchoscopy,Foot switch,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,high,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-DADAA6184C,Karl Storz,"TONN Stent Applicator 9-12 mm, max 6 cm",10550,Endoscopy platform,Silicone stent applicator,implant_delivery,Implant delivery device,stent_applicator,Silicone stent applicator,high,false,pair_rule,STENT_APPLICATOR,RIGID_BRONCH
PRD-DCD7CC99AF,Richard Wolf,Endobronchial Secretion Remover,825640546,Rigid bronchoscopy,Rigid bronchoscopic shaver instrument,powered_shaver,Powered shaver or debrider,shaver_instrument,Shaver resector instrument,high,false,pair_rule,RIGID_BRONCH_SHAVER,RIGID_BRONCH
PRD-DCF0AFE654,Medtronic,Arcpoint Pulmonary Needle 18G,ILS-1800-FN,Peripheral bronchoscopy,Navigation-compatible aspiration needle,needle,Needle,peripheral_tbna_needle,Peripheral TBNA needle,high,false,pair_rule,NAV_TBNA_NEEDLE,
PRD-DE28F9BAFD,Richard Wolf,HEMER Tracheoscope Tube Bundle,8214.1441,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,bronchoscope,Bronchoscope,rigid_tracheoscope,Rigid tracheoscope,high,false,name_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-DF5BFBB99D,Olympus,Radial Ultrasound Miniature Probe,UM-S20-17S,Peripheral bronchoscopy,Radial EBUS probe,ultrasound_device,Ultrasound device,radial_ebus_probe,Radial EBUS probe,high,false,pair_rule,RADIAL_EBUS_PROBE,FLEX_DIAGNOSTIC
PRD-DF791E6D1F,Karl Storz,Spring-Handle Sponge Holder 50 cm,10387A,Rigid bronchoscopy,Rigid bronchoscopy accessory,accessory,Accessory or ancillary item,rigid_bronchoscopy_accessory,Rigid bronchoscopy accessory,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-DF989CBDCB,Karl Storz,Straight Aspiration Biopsy Needle 1.6 mm x 47 cm,10436,Rigid bronchoscopy,Bronchoscopy aspiration/irrigation accessory,needle,Needle,aspiration_biopsy_needle,Aspiration biopsy needle,high,false,name_rule,RIGID_BRONCH_ASPIRATION_BIOPSY_NEEDLE,
PRD-DFDC63935D,Richard Wolf,Cotton Applicator,8296.51,Rigid bronchoscopy,Rigid bronchoscopy suction/accessory,accessory,Accessory or ancillary item,rigid_bronchoscopy_accessory,Rigid bronchoscopy accessory,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-E0331EA66D,Novatech,DUTAU NOVATECH Lateral Cap - 1.2 mm,02BRD9154,Rigid bronchoscopy,Lateral cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-E05104FF37,Novatech,DUTAU NOVATECH Axial Cap - 7 mm,02BRD9104,Rigid bronchoscopy,Axial cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-E2EB4E573F,Olympus,GuideSheathKit 2,K-402,Peripheral bronchoscopy,Guide sheath kit,catheter_sheath,Catheter or guide sheath,guide_sheath_kit,Guide sheath kit,high,false,pair_rule,GUIDE_SHEATH_KIT,FLEX_DIAGNOSTIC
PRD-E353F2E250,Richard Wolf,Leak Tester,163.903,Rigid bronchoscopy,Flexible bronchoscope accessory,accessory,Accessory or ancillary item,endoscope_seal_valve,"Endoscope seal, valve, or adapter",moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-E4277B23A8,Richard Wolf,HEMER Bronchoscope Tube Bundle,8214.0941,Rigid bronchoscopy,Rigid bronchoscope/tracheoscope tube,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-E6A1370266,Karl Storz,"Universal Bronchoscope Tube, Proximal Illumination, Size 8.5",10318BP,Rigid bronchoscopy,Rigid bronchoscope barrel,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-E6B6E0ACC5,Richard Wolf,Sealing Plug 25 mm,8256.99,Rigid bronchoscopy,Rigid bronchoscope accessory,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-E7724A6977,Olympus,Covered-Sheath Pulmonary Cytology Brush,BC-202D-2010,Sampling,Pulmonary cytology brush,cytology_brush,Cytology brush,pulmonary_cytology_brush,Pulmonary cytology brush,high,false,pair_rule,CYTOLOGY_BRUSH,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT
PRD-E7FAE36160,Olympus,"Single-Use Pulmonary Biopsy Forceps, Standard Oval",FB-231D.A,Sampling,Pulmonary biopsy forceps,forceps_instrument,Forceps and hand instruments,flexible_biopsy_forceps,Flexible biopsy or grasping forceps,high,false,pair_rule,BIOPSY_FORCEPS_FLEX,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT|THERAPEUTIC_BRONCH
PRD-E8C63D6C64,Medtronic,superDimension Needle-Tipped Cytology Brush,SDNB2000,Peripheral bronchoscopy,Navigation-compatible cytology brush,cytology_brush,Cytology brush,navigation_cytology_brush,Navigation-compatible cytology brush,high,false,pair_rule,CYTOLOGY_BRUSH,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT
PRD-EA1D57AC9A,Olympus,SPiN Vision Video Processor,SYS-5100,Bronchoscopy platform,Video processor,console_capital,Console or capital equipment,video_processor,Video processor,high,false,pair_rule,VIDEO_PROCESSOR,EBUS_TBNA|EBV|FLEX_DIAGNOSTIC|ICU_BRONCH|MED_THORACOSCOPY|PERC_TRACH|RIGID_BRONCH|TB_RULEOUT|THERAPEUTIC_BRONCH|WLL
PRD-EC36176EAA,Auris Health (Johnson & Johnson),"Monarch Biopsy Forceps, Smooth Cup",MBR-000014,Peripheral navigation,Flexible biopsy forceps,forceps_instrument,Forceps and hand instruments,flexible_biopsy_forceps,Flexible biopsy or grasping forceps,high,false,pair_rule,BIOPSY_FORCEPS_FLEX,
PRD-EC45CB0F5D,Karl Storz,HOPKINS Straight Forward Telescope,10320AA,Rigid bronchoscopy,Rigid bronchoscopy telescope,endoscopic_telescope,Endoscopic telescope,rigid_telescope,Rigid bronchoscopy telescope,high,false,pair_rule,RIGID_TELESCOPE,RIGID_BRONCH
PRD-ED5A6147B6,Richard Wolf,Biopsy Valve Receptacle,15114175,Rigid bronchoscopy,Flexible bronchoscope accessory,accessory,Accessory or ancillary item,endoscope_seal_valve,"Endoscope seal, valve, or adapter",moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-EEA17CA0DB,Richard Wolf,Surgical Probe,8379.672,Medical thoracoscopy,Thoracoscopy surgical probe,forceps_instrument,Forceps and hand instruments,thoracoscopy_hand_instrument,Thoracoscopy hand instrument,moderate,false,pair_rule,THORACOSCOPY_PROBE,MED_THORACOSCOPY
PRD-EF46DA3FE4,Noah Medical,Galaxy Bronchoscope,10000769,Peripheral navigation,Robotic bronchoscope,bronchoscope,Bronchoscope,robotic_bronchoscope,Robotic bronchoscope,high,false,pair_rule,ROBOTIC_BRONCHOSCOPE,
PRD-EF6C5DE6CC,Olympus,"Single-Use Pulmonary Biopsy Forceps, Standard Oval with Needle",FB-241D.A,Sampling,Pulmonary biopsy forceps,forceps_instrument,Forceps and hand instruments,flexible_biopsy_forceps,Flexible biopsy or grasping forceps,high,false,pair_rule,BIOPSY_FORCEPS_FLEX,FLEX_DIAGNOSTIC|ICU_BRONCH|TB_RULEOUT|THERAPEUTIC_BRONCH
PRD-F00EF2568E,Karl Storz,"TONN Stent Applicator 8-13 mm, max 10 cm",10540,Endoscopy platform,Silicone stent applicator,implant_delivery,Implant delivery device,stent_applicator,Silicone stent applicator,high,false,pair_rule,STENT_APPLICATOR,RIGID_BRONCH
PRD-F146CD24CF,Karl Storz,"Universal Bronchoscope Tube, Proximal Illumination, Size 6.5",10318DP,Rigid bronchoscopy,Rigid bronchoscope barrel,bronchoscope,Bronchoscope,rigid_bronchoscope,Rigid bronchoscope,high,false,pair_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-F14EF79E1A,Karl Storz,Respirator Adapter,10924D,Rigid bronchoscopy,Rigid bronchoscope accessory,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-F1632F4CEC,ERBE,CO2 Gas Bottle Adapter G,20410-016,Therapeutic bronchoscopy,CO2 gas bottle adapter,cryotherapy,Cryotherapy device,cryotherapy_accessory,Cryotherapy system accessory,moderate,false,pair_rule,CRYO_SYSTEM_ACCESSORY,RIGID_BRONCH|THERAPEUTIC_BRONCH
PRD-F1712066B6,Karl Storz,HOPKINS II Thoracoscopy Telescope,26072BA,Medical thoracoscopy,Thoracoscopy telescope,endoscopic_telescope,Endoscopic telescope,thoracoscopy_telescope,Thoracoscopy telescope,high,false,pair_rule,THORACOSCOPE_RIGID,MED_THORACOSCOPY
PRD-F376B6A68F,Olympus,WM-NP3 GI Standard Workstation Configuration,K10035366,Endoscopy platform,Platform accessory,console_capital,Console or capital equipment,endoscopy_workstation,Endoscopy workstation or cart,moderate,false,name_rule,ENDOSCOPY_CART,
PRD-F43740CB5C,Intuitive Surgical,Ion Flexision Biopsy Needle 23G,490102,Peripheral bronchoscopy,Robotic bronchoscopy biopsy needle,needle,Needle,robotic_biopsy_needle,Robotic bronchoscopy biopsy needle,high,false,pair_rule,ROBOTIC_BIOPSY_NEEDLE,
PRD-F4B03B6DFA,Novatech,DUTAU NOVATECH Lateral Cap - 3.8 mm,02BRD9158,Rigid bronchoscopy,Lateral cap,accessory,Accessory or ancillary item,rigid_scope_component,Rigid bronchoscope component,high,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-F6BB76BECF,Richard Wolf,Thoracoscopy Tissue Retractor,8243.701,Medical thoracoscopy,Thoracoscopy instrument,forceps_instrument,Forceps and hand instruments,thoracoscopy_hand_instrument,Thoracoscopy hand instrument,high,false,pair_rule,THORACOSCOPY_BIOPSY_FORCEPS,MED_THORACOSCOPY
PRD-F7968862EF,Richard Wolf,ERAGONbipolar Jaw Insert,82340024,Endoscopy platform,Rigid bipolar forceps component,electrosurgical,Electrosurgical or APC device,bipolar_instrument_component,Bipolar instrument component,high,false,pair_rule,RIGID_BIPOLAR_FORCEPS,RIGID_BRONCH
PRD-F96DCD2AC6,Karl Storz,Full Lumen Operating Tracheoscope,10318F,Rigid bronchoscopy,Full-lumen rigid bronchoscope/tracheoscope,bronchoscope,Bronchoscope,rigid_tracheoscope,Rigid tracheoscope,high,false,name_rule,RIGID_BRONCHOSCOPE_BARREL,RIGID_BRONCH
PRD-FCD805E954,Richard Wolf,Hand Blower with Sterile Disposable Filter,412700,Rigid bronchoscopy,Rigid bronchoscopy suction/accessory,accessory,Accessory or ancillary item,rigid_bronchoscopy_accessory,Rigid bronchoscopy accessory,moderate,false,pair_rule,RIGID_BRONCHOSCOPE_ACCESSORY,RIGID_BRONCH
PRD-FDAC925AF1,Scivita Medical Technology,Scivita Bracket,BRK-S01,Bronchoscopy platform,Platform bracket,accessory,Accessory or ancillary item,platform_accessory,Platform accessory,high,false,pair_rule,ENDOSCOPY_PROCESSOR_MOUNT_ACCESSORY,
PRD-FE1DBA6966,Olympus,WM-NP3 Basic Workstation Configuration,K10035361,Endoscopy platform,Platform accessory,console_capital,Console or capital equipment,endoscopy_workstation,Endoscopy workstation or cart,moderate,false,name_rule,ENDOSCOPY_CART,
