product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,udi_assessment,listing_assessment,authorization_finding,manufacturer_finding,conflict_flags,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,rationale,unresolved_questions,proposed_human_review_disposition,source_urls,canonical_change_applied
PRD-011BE58B2D,Karl Storz,Universal Forceps,10366U,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551046999%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210366U%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210366U%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210366+U%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551046999%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551046999%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210366+U%22&limit=100,false
PRD-019030A1C7,Karl Storz,Aspirator for Collecting Secretions with Cut-Off Hole,10432N,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210432+N%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210432+N%22&limit=100,false
PRD-01F519887A,Richard Wolf,PANOVIEW ULTRA Telescope,89354426,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,current_non_us,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2289354426%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207058138%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2289354426%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207058138%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2289354426%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207058138%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2289354426%22&limit=100,false
PRD-0221D4FEAA,Richard Wolf,PANOVIEW ULTRA Telescope,8935461,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,current_non_us,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207058145%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%228935461%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%228935461%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228935461%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207058145%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228935461%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207058145%22&limit=100,false
PRD-02641F9166,Karl Storz,Round Spoon Biopsy Forceps,10371L,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210371L%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551047347%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210371L%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210371+L%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551047347%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210371+L%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551047347%22&limit=100,false
PRD-03B374F7B8,Thoracent / M.I.Tech,Bonastent Tracheobronchial Stent,BTB-182009,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BTB-182009%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BTB-182009%22&limit=100,false
PRD-042A57F191,Karl Storz,Coagulation Suction Tube,10390AN,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551048368%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210390AN%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210390AN%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOB%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOB%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210390+AN%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551048368%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210390+AN%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551048368%22&limit=100,false
PRD-045F1D520E,Micro-Tech Endoscopy,Micro-Tech Uncovered Y-Shaped Tracheal Stent,ST02-961-18.060,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,family_only_current,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.micro-tech-medical.com/products/Tracheal-Bronchial-Stents.html|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22ST02-961-18.060%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22ST02-961-18.060%22&limit=100,false
PRD-047902FA9C,Olympus,WM-NP3 Series Workstation,WM-NP3,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_exact_official_us_product,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://content.medical.olympusamerica.com/products/accessory-solutions|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22WM-NP3%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22WM-NP3%22&limit=100,false
PRD-0577F2977F,Richard Wolf,Optical Grasping Forceps Grasper 3XL,8466654,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_non_us,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228466654%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228466654%22&limit=100,false
PRD-0581A0B7D2,Thoracent / M.I.Tech,Bonastent Tracheobronchial Stent,BTB-147009,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BTB-147009%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BTB-147009%22&limit=100,false
PRD-058B06F45B,Richard Wolf,Optical Pike-Mouth Grasping Forceps,8464.61,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_non_us,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%228464.61%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%228464.61%22&limit=100,false
PRD-063913C3C0,Micro-Tech Endoscopy,Micro-Tech Fully covered Straight Tracheal Stent,ST02-334-16.050,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_non_us,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.micro-tech-medical.com/products/Tracheal-Bronchial-Stents.html|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22ST02-334-16.050%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22ST02-334-16.050%22&limit=100,false
PRD-06811F5515,Karl Storz,HUZLY Suction Tube 3 mm x 35 cm,10434B,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210434+B%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210434+B%22&limit=100,false
PRD-06D2F10782,Karl Storz,Positive-Pressure Ventilation Injection Cannula,10318K,,insufficient_evidence,low,exact_manufacturer_model_number,all_exact_configurations_active,search_incomplete,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_model_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210318K%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551045756%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210318+K%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551045756%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210318+K%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551045756%22&limit=100,false
PRD-075C3EC5EE,FUJIFILM SonoSite,SonoSite L13-6 Transducer,L13-6,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,not_searched,unknown,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf,false
PRD-07EAE54A89,Olympus,Spiration Deployment Catheter and Loader – HUD,REF-HUS-C26N,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://content.medical.olympusamerica.com/sites/default/files/us/files/pdf/SVS-Air-Leak-Product-Order-Information_FINAL.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22REF-HUS-C26N%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22REF-HUS-C26N%22&limit=100,false
PRD-087FFD6337,Karl Storz,Rubber Telescope Guide,10315N,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2210315N%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2210315N%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551224724%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22EOQ%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204048551224724%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210315+N%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204048551224724%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210315+N%22&limit=100,false
PRD-09AF1B1AE5,ERBE,"Pressure Reducer with Sensor for APC 2/APC 3, CGA Group",20134-006,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://us.erbe-med.com/fileadmin/user_upload/documents/PDF/Catalogs/complete_Catalogs/85100-100_EN_Product-catalog.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2220134-006%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2220134-006%22&limit=100,false
PRD-0A2ABE77F9,Karl Storz,Aspirator for Collecting Secretions without Cut-Off Hole,10432T,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,no_result,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2210432+T%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2210432+T%22&limit=100,false
PRD-0A9806F6F2,ERBE,"Bipolar Connecting Cable, Martin Standard, 5 m",20196-059,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://us.erbe-med.com/fileadmin/user_upload/documents/PDF/Catalogs/complete_Catalogs/85100-100_EN_Product-catalog.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2220196-059%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2220196-059%22&limit=100,false
PRD-0ADECF7C68,ERBE,"Bipolar Connecting Cable, International 2-Pin 22 mm, 5 m",20196-061,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://us.erbe-med.com/fileadmin/user_upload/documents/PDF/Catalogs/complete_Catalogs/85100-100_EN_Product-catalog.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2220196-061%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2220196-061%22&limit=100,false
PRD-0BA1BB5296,Richard Wolf,TipControl Articulated Grasping Forceps,823400002,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_non_us,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22823400002%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22823400002%22&limit=100,false
PRD-0C3327D71D,Thoracent / M.I.Tech,Bonastent Tracheobronchial Stent,BTB-146009,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BTB-146009%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BTB-146009%22&limit=100,false
