product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,udi_assessment,listing_assessment,authorization_finding,manufacturer_finding,conflict_flags,safety_search_status,safety_action_state,safety_action_scope,safety_action_references,visibility_review_eligibility,rationale,unresolved_questions,proposed_human_review_disposition,source_urls,canonical_change_applied
PRD-00C13A59AA,Richard Wolf,TEXAS Tracheoscope Tube ID 17.1 mm,82520.1441,,identity_unresolved,low,exact_manufacturer_catalog_number,all_exact_configurations_ended,family_current_listing,premarket_exempt,current_non_us,identity|model|distribution,searched,no_exact_action_found,unknown,,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_ended. Manufacturer finding: current_non_us. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?|Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?,keep_hidden_identity_unresolved,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204055207033791%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2282520.1441%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22KTI%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22KTI%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2204055207033791%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%2282520.1441%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%2282520.1441%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2204055207033791%22&limit=100,false
PRD-0410844D48,Cook Medical,Fuhrman Pleural/Pneumopericardial Drainage Set and Tray,G55713,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,family_only_current,identity|manufacturer,searched,no_exact_action_found,unknown,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.cookmedical.com/products/cc_utpt_webds/|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002557130%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G55713%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G55713%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002557130%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002557130%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G55713%22&limit=100,false
PRD-070884900C,Cook Medical,Multipurpose Plastic Tubing Adapter,G05302,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,family_only_current,identity|manufacturer,searched,no_exact_action_found,unknown,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.cookmedical.com/products/cc_utpt_webds/|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G05302%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002053021%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G05302%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002053021%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G05302%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002053021%22&limit=100,false
PRD-0D6E4DB711,Olympus,ViziShot 2 FLEX EBUS FNA/FNB Needle,NA-U403SX-4019,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,not_searched,identity|manufacturer,searched,active_exact_product_action,product_wide,Z-2484-2025,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22NA-U403SX-4019%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200821925043060%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200821925043060%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22NA-U403SX-4019%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200821925043060%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22NA-U403SX-4019%22&limit=100,false
PRD-16096E045B,Verathon,BFlex 2 Slim 3.8 Single-Use Bronchoscope,BFlex 2 Slim 3.8,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,family_only_current,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123008558%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BFLEX+2+SLIM+3.8%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123008558%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123008558%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BFLEX+2+SLIM+3.8%22&limit=100,false
PRD-19DEF7AEC5,FUJIFILM SonoSite,SonoSite L15-4 Transducer,L15-4,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,not_searched,identity|manufacturer,not_searched,unknown,unknown,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22L15-4%22&limit=100,false
PRD-1CCEDCCC76,Cook Medical,Simple Pneumothorax Aspiration Accessory Set,G05297,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,family_only_current,identity|manufacturer,searched,no_exact_action_found,unknown,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.cookmedical.com/products/cc_utpt_webds/|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%22G05297%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200827002052970%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22G05297%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200827002052970%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22G05297%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200827002052970%22&limit=100,false
PRD-1D87D6EA1E,Teleflex,Arrow Percutaneous Cavity Drainage Kit – Curved,AK-01600,,identity_unresolved,low,exact_manufacturer_catalog_number,conflicting_exact_configuration_statuses,exact_current_listing,exact_510k_clearance,no_result,identity|model|package_configuration|distribution,searched,active_exact_product_action,lot_specific,Z-2382-2026,not_applicable,Identity method: exact_manufacturer_catalog_number. UDI assessment: conflicting_exact_configuration_statuses. Manufacturer finding: no_result. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://teleflex.com/usa/en/product-areas/interventional/drainage/arrow-diagnostic-drainage-products/MC-006078_Interventional_DND_Product_Line_Brochure_Final.pdf|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01600%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01600%22&limit=100|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2220801902120155%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01600%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%22AK-01600%22&limit=100|https://api.fda.gov/device/510k.json?search=k_number%3A%22K895516%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GBX%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=k_number%3A%22K895516%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2220801902120155%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2250801902120156%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2260801902120153%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902120152%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200801902004819%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2210801902120158%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2230801902004810%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22AK-01600%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2240801902120159%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2260801902120153%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22AK-01600%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2210801902120158%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902004810%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2250801902120156%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2240801902120159%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200801902004819%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2230801902120152%22&limit=100|https://api.fda.gov/device/recall.json?search=k_numbers%3A%22K895516%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2220801902120155%22&limit=100,false
PRD-2A9D06CF51,Verathon,GlideScope Video Monitor,GlideScope Video Monitor,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,family_only_current,,searched,family_or_ambiguous_action,family_level,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123003331%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22GLIDESCOPE+VIDEO+MONITOR%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123003331%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22GLIDESCOPE+VIDEO+MONITOR%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123003331%22&limit=100,false
PRD-2B5C4C6CB3,Verathon,BFlex 2 Ultraslim 2.8 Single-Use Bronchoscope,BFlex 2 Ultraslim 2.8,,identity_unresolved,low,family_or_name_only,no_exact_result,no_result,not_found,family_only_current,,searched,no_exact_action_found,unknown,,not_applicable,Identity method: family_or_name_only. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Plausible records could not be tied conservatively to the exact catalog product.,Can the manufacturer confirm the exact U.S. catalog/model identity?,keep_hidden_identity_unresolved,https://www.verathon.com/single-use-bronchoscopes|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2200879123008541%22&limit=100|https://api.fda.gov/device/enforcement.json?search=product_description%3A%22BFLEX+2+ULTRASLIM+2.8%22&limit=100|https://api.fda.gov/device/enforcement.json?search=code_info%3A%2200879123008541%22&limit=100|https://api.fda.gov/device/recall.json?search=code_info%3A%2200879123008541%22&limit=100|https://api.fda.gov/device/recall.json?search=product_description%3A%22BFLEX+2+ULTRASLIM+2.8%22&limit=100,false
